symbol,industry,cap,close_price,1d,2d,3d,4d,5d,6d,7d,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,1y,3y,5y
SOLARINDS,CHEMICALS,MID_CAP,1276.5,1.7455782592243796,1.4222171270684474,2.8771719670378686,4.80295566502463,5.543846503376022,4.828779763975332,4.233860658333411,2.156772447582206,0.3892848084459539,13.481800036050814,27.331670822942645,17.05639614855571,10.465157182556899,28.360511154578166,42.56735371409917,50.799477823167216,12.641399744773562,12.085675309706826,21.32947770982647,98.4141422536029,626.311375338578
SOMANYCERA,nan,nan,435.70001220703125,-0.3544854872427101,0.26464720892142846,-0.32029143832883483,-0.40004570834753583,3.0754671456297054,3.2831589197884337,3.540880429253536,5.381545372614119,5.044382796051773,28.744183546753955,69.99426923452904,114.72080164737886,161.4048262516981,287.31345880018296,289.55126967237226,279.59740312311993,159.6568558135136,91.58766553803598,107.23020137243206,-12.579279080303579,348.1240068707867
SOMICONVEY,nan,nan,51.099998474121094,-0.5836635074938018,-2.6666695731026784,2.1999969482421875,7.240287172642546,1.8943109059567236,-3.1279649779694907,-7.761738146792577,60.69182295629688,52.30998401238168,78.98423761703137,154.86284498040044,128.6353360266063,70.90300711058303,207.83130903516772,293.07691133939306,305.55553116705966,370.9677113135655,258.596480520148,281.3432830509722,-8.558356076745525,nan
SONATSOFTW,IT,SMALL_CAP,583.9500122070312,-2.5938261539564222,-1.2346702398255816,0.8375128346683919,1.7955177119515269,0.41269443116503113,-0.3923220115938166,-1.1092273993173158,7.087846190955088,47.387681528362165,45.78705030665386,72.43467377280629,80.39444941431991,83.41875837479652,142.4756220741325,168.9084423613057,213.33429181889994,80.81865701739763,86.38900318095604,98.62696841556087,348.23242181209133,2440.7168742603253
SORILINFRA,nan,nan,155.14999389648438,9.996448450662294,20.9746541103192,17.22703947224307,19.899537260101518,23.625493144609063,20.50484962833738,18.61620051728227,3.330003465366155,2.476882530499942,13.704651789281765,125.67271839488636,150.24192563949092,98.14813263024682,193.56669512953007,220.8893460038619,202.43663977367024,55.694923753907055,25.57668155741658,34.09680033603627,41.81900523994341,446.3028027481133
SOTL,nan,nan,1136.949951171875,1.0667141224815773,3.15278547808438,9.453665576113117,9.63308400174492,10.174912056613088,9.264321543429483,8.317050895754061,13.400157476307633,9.775997371192064,57.953594116882414,60.97267036979459,67.43243820195937,57.953594116882414,72.36961692757747,69.2141553594025,63.33141661366314,52.736376129987775,29.171622416260778,32.28455137038711,62.239925864184784,203.39254479419262
SOUTHWEST,nan,nan,37.79999923706055,0.9345753457699592,-0.5263177972090871,2.997270984342591,4.709143586690531,4.854369034773638,3.419972711606898,2.439018086626499,-24.24850083930982,-22.85714441416215,-9.67741788465048,16.66665881749571,30.344824955381196,46.7428529624927,73.51350362237854,91.16626251321871,213.1707332490019,120.74496926870889,102.20473421079481,125.26314401558854,nan,nan
SPAL,nan,nan,201.5500030517578,-2.3261463095619623,0.12419274526077406,0.4735777264891809,0.22376774469641383,2.6483304235298837,0.7498125354249124,8.798922025240383,35.22307878233944,2.8054067403140936,17.384977655249294,45.6286213440921,48.69051900706992,87.57562473346822,182.48073911993248,192.73784679532733,148.36722028585928,38.665286954455006,-11.600875854492188,-0.09913107719563197,-42.497864693390866,nan
SPANDANA,nan,nan,565.0499877929688,-0.7900974622855664,-0.8423248220785221,-2.711776916499218,-3.542164635096132,-2.9707201027289796,-4.761503553217298,-5.375539698351525,-7.528025680214132,-17.0203425121351,-25.65620724055802,-23.765518282919356,-5.049569656490311,-7.300467704235973,-6.711247085160718,0.0797046097219949,17.547321290603392,-48.841105677413424,-42.64034089972675,-54.25622442477484,nan,nan
SPARC,PHARMA,SMALL_CAP,224.39999389648438,0.42514968056241936,-0.8615030503420705,1.1494197533530475,-1.2106537855568758,0.9900976500709137,-6.597297025396723,-0.5980093481796789,38.51851475091628,27.391428709531723,14.841351538303076,29.113918271714777,29.823538312227033,23.060041889495743,38.60407804583443,62.667632374560746,60.572446437555904,51.57040815327431,16.08897586845835,38.60407804583443,-28.761906699528772,37.802261334902546
